reviewer_id,model,task_id,system_type,stakeholder_intent,context,available_evidence,disallowed_behavior,model_response,correctness_0_2,completeness_0_2,traceability_usefulness_0_2,governance_adequacy_0_2,hallucination_risk_0_2,notes
,granite-code:8b,HR-12,HR policy assistant,Users need the HR policy assistant to support regression testing for employee policy.,"The system supports employee policy. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",employee handbook | HR policy PDF | escalation workflow,legal advice | unsupported entitlement claim | case-specific promise,"{
  ""capability_requirement"": ""The HR policy assistant must support regression testing for employee policy by defining scenarios that should be rerun after prompt, model, or data changes."",
  ""source_constraints"": [
    ""employee handbook"",
    ""HR policy PDF"",
    ""escalation workflow""
  ],
  ""failure_behavior"": [
    ""legal advice"",
    ""unsupported entitlement claim"",
    ""case-specific promise""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: Prompt change to employee handbook"",
    ""Scenario 2: Model update for HR policy calculation"",
    ""Scenario 3: Data change for leave entitlements""
  ],
  ""traceability_links"": [
    "" requirement document (HR-12)"",
    ""use case diagram (UC-05)"",
    ""test plan (TP-07)""
  ],
  ""runtime_signals"": [
    ""number of failed regression tests"",
    ""time taken to rerun scenarios"",
    ""user feedback on test results""
  ]
}
",,,,,,
,granite-code:8b,CODE-01,LLM code review assistant,Users need the LLM code review assistant to answer factual questions for software code review.,The system supports software code review. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must provide factual answers based on approved evidence when answering questions about software code."",
  ""source_constraints"": [
    ""Coding standard"",
    ""Secure coding guideline"",
    ""Test policy""
  ],
  ""failure_behavior"": [
    ""Refusal to provide an answer if the approved evidence does not support it"",
    ""Escalation of the issue to a human review if the system cannot provide a grounded answer"",
    ""Disclosure of sensitive information if the system provides incorrect or misleading answers"",
    ""Uncertainty about the accuracy of the system's answers""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits code that violates the coding standard. The LLM code review assistant must provide a factual answer indicating that the code violates the standard."",
    ""Scenario 2: A security engineer claims that a software vulnerability exists in the code, but there is no evidence to support the claim. The LLM code review assistant must refuse to provide an answer and escalate the issue to a human review.""
  ],
  ""traceability_links"": [
    ""Traceability link 1: To the coding standard document"",
    ""Traceability link 2: To the secure coding guideline document"",
    ""Traceability link 3: To the test policy document""
  ],
  ""runtime_signals"": [
    ""Monitoring signal 1: High error rate in providing factual answers"",
    ""Monitoring signal 2: Large number of escalations to human review""
  ]
}
",,,,,,
,granite-code:8b,CODE-02,LLM code review assistant,Users need the LLM code review assistant to handle unsupported requests for software code review.,The system supports software code review. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall only provide responses when the evidence supports a response."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""refusal"",
    ""escalation"",
    ""privacy"",
    ""uncertainty""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: User submits code that violates the secure coding guideline. The LLM code review assistant shall refuse to provide a response."",
    ""Scenario 2: User submits tests that do not pass execution. The LLM code review assistant shall escalate the issue to a human reviewer.""
  ],
  ""traceability_links"": [
    "" Traceability link 1: requirement ID CODE-02"",
    ""Traceability link 2: security policy document""
  ],
  ""runtime_signals"": [
    ""Monitoring signal 1: number of unsupported requests received"",
    ""Monitoring signal 2: percentage of false security claims""
  ]
}
",,,,,,
,granite-code:8b,CODE-03,LLM code review assistant,Users need the LLM code review assistant to protect sensitive information for software code review.,"The system supports software code review. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must not expose private, confidential, or restricted information during software code review."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""exfiltrating code"",
    ""claiming tests passed without execution"",
    ""false security claim""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits a pull request with sensitive information in the code."",
    ""Scenario 2: An organizational policy change requires the system to stop exposing confidential information during code review.""
  ],
  ""traceability_links"": [
    ""Secure coding guideline"",
    ""Test policy""
  ],
  ""runtime_signals"": [
    ""Number of exfiltrated files detected"",
    ""False security claims made by developers""
  ]
}
",,,,,,
,granite-code:8b,CODE-04,LLM code review assistant,Users need the LLM code review assistant to handle policy exceptions for software code review.,The system supports software code review. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall handle policy exceptions for software code review by routing case-specific exceptions to a human authority while operating under organizational policy and keeping LLM outputs reviewable."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""refusal"",
    ""escalation"",
    ""privacy"",
    ""uncertainty""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits code that violates the organization's coding standard. The LLM detects the violation and routes it to a human authority for review."",
    ""Scenario 2: A security expert raises a concern about the security of a submitted code. The LLM evaluates the claim and routes it to a human authority for review.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy"",
    ""human authority""
  ],
  ""runtime_signals"": [
    ""number of exceptions routed to humans"",
    ""time taken to review exceptions"",
    ""number of security claims made by the LLM""
  ]
}
",,,,,,
,granite-code:8b,CODE-05,LLM code review assistant,Users need the LLM code review assistant to resist prompt injection for software code review.,The system supports software code review. It should treat user-provided content and logs as untrusted input. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall not allow users to inject prompts into the software code review process."",
  ""source_constraints"": [
    ""Coding standard"",
    ""Secure coding guideline"",
    ""Test policy""
  ],
  ""failure_behavior"": [
    ""Refusal: The system shall refuse to process any user-provided content or logs that contain prompt injection."",
    ""Escalation: If the system detects prompt injection, it shall escalate the issue to a human review.""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A user provides code with a prompt injection attempt. The system shall refuse to process the code and escalate the issue to a human review."",
    ""Scenario 2: A user provides logs indicating that tests were passed without execution. The system shall refuse to process the logs and escalate the issue to a human review.""
  ],
  ""traceability_links"": [
    ""Security policy"",
    ""Secure coding guideline""
  ],
  ""runtime_signals"": [
    ""Number of prompt injection attempts detected per day"",
    ""Number of false security claims made by users""
  ]
}
",,,,,,
,granite-code:8b,CODE-06,LLM code review assistant,Users need the LLM code review assistant to maintain citations for software code review.,The system supports software code review. It should cite the relevant source or identify missing evidence. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must identify and cite relevant sources for software code review, including coding standards, secure coding guidelines, and test policies. It must also detect and refuse exfiltration of code, claims of passed tests without execution, and false security claims."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""refusal to cite relevant sources"",
    ""escalation of unreviewed code to production"",
    ""leaking sensitive information"",
    ""unintended modification of code""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits a code change that violates the coding standard. The LLM code review assistant must identify and cite the relevant source for the violation."",
    ""Scenario 2: A security engineer claims that a software vulnerability has been identified, but there is no evidence to support the claim. The LLM code review assistant must detect and refuse the false security claim.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy"",
    ""code review process""
  ],
  ""runtime_signals"": [
    ""number of unreviewed code changes"",
    ""number of false security claims"",
    ""time to resolve code review issues""
  ]
}
",,,,,,
,granite-code:8b,CODE-07,LLM code review assistant,Users need the LLM code review assistant to manage tool authority for software code review.,The system supports software code review. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall not allow unauthorized tool use or operational actions during software code review."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    {
      ""name"": ""Refusal"",
      ""description"": ""The LLM code review assistant shall refuse to perform any action that violates the organization's policies or guidelines.""
    },
    {
      ""name"": ""Escalation"",
      ""description"": ""If the LLM code review assistant detects unauthorized tool use or operational actions, it shall escalate the issue to a higher authority for further investigation and action.""
    },
    {
      ""name"": ""Privacy"",
      ""description"": ""The LLM code review assistant shall protect the privacy of all individuals involved in the software development process, including source code, test results, and security claims.""
    },
    {
      ""name"": ""Uncertainty"",
      ""description"": ""The LLM code review assistant shall provide clear and accurate information to all stakeholders involved in the software development process, including developers, testers, and management, to ensure a high-quality and secure software product.""
    }
  ],
  ""validation_scenarios"": [
    {
      ""name"": ""Scenario 1"",
      ""description"": ""The LLM code review assistant is used to review a new software feature. The developer claims that the feature works as intended, but the LLM detects potential security vulnerabilities in the code.""
    },
    {
      ""name"": ""Scenario 2"",
      ""description"": ""The LLM code review assistant is used to review a new software update. The developer claims that the update passes all tests, but the LLM detects that the update contains bugs and performance issues.""
    }
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""runtime_signals"": [
    {
      ""name"": ""Security Vulnerabilities"",
      ""description"": ""The LLM code review assistant shall monitor for potential security vulnerabilities in the code, such as buffer overflows or SQL injection attacks.""
    },
    {
      ""name"": ""Performance Issues"",
      ""description"": ""The LLM code review assistant shall monitor for performance issues in the code, such as slow execution times or memory leaks.""
    }
  ]
}
",,,,,,
,granite-code:8b,CODE-08,LLM code review assistant,Users need the LLM code review assistant to support auditability for software code review.,The system supports software code review. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant must produce outputs that can be traced to evidence and runtime records, while operating under organizational policy and keeping LLM outputs reviewable."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""refusal"",
    ""escalation"",
    ""privacy"",
    ""uncertainty""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits a code change that violates the coding standard. The LLM code review assistant must flag the violation and provide evidence to support the finding."",
    ""Scenario 2: A security claim is made by a developer, but it is later discovered to be false. The LLM code review assistant must refuse to accept the claim and provide evidence to support the finding.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy"",
    ""code review reports""
  ],
  ""runtime_signals"": [
    ""number of code reviews performed"",
    ""number of security claims made"",
    ""number of false security claims refuted""
  ]
}
",,,,,,
,granite-code:8b,CODE-09,LLM code review assistant,Users need the LLM code review assistant to handle stale evidence for software code review.,The system supports software code review. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall detect outdated sources and request updated review when necessary, while ensuring compliance with organizational policy and keeping LLM outputs reviewable."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""refusal to update review"",
    ""escalation of outdated sources to higher management"",
    ""leaking sensitive information"",
    ""unnecessary delay in code review""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits a pull request with an older version of the code. The LLM code review assistant detects the outdated source and requests updated review."",
    ""Scenario 2: An organizational policy change requires the use of a new coding standard. The LLM code review assistant updates its knowledge base and ensures that all future submissions comply with the new standard.""
  ],
  ""traceability_links"": [
    ""Organizational Policy Document"",
    ""Coding Standard Document"",
    ""Secure Coding Guideline Document"",
    ""Test Policy Document""
  ],
  ""runtime_signals"": [
    ""Number of outdated sources detected in a given time period"",
    ""Frequency of false security claims"",
    ""Time taken to update review after detecting outdated sources""
  ]
}
",,,,,,
,granite-code:8b,CODE-10,LLM code review assistant,Users need the LLM code review assistant to separate advice from information for software code review.,The system supports software code review. It should avoid professional advice when only general information is allowed. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall separate advice from information for software code review, avoiding professional advice when only general information is allowed."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""Refusal to provide advice that conflicts with organizational policy"",
    ""Escalation of issues to higher-level management"",
    ""Disclosure of sensitive information"",
    ""Uncertainty about the accuracy of the system's recommendations""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits code that violates the coding standard. The LLM code review assistant shall provide a recommendation to fix the violation."",
    ""Scenario 2: A security expert reviews the code and identifies a potential vulnerability. The LLM code review assistant shall provide a warning about the vulnerability, but not recommend any specific fix.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""runtime_signals"": [
    ""Number of false positives in recommendations"",
    ""Number of escalations to higher-level management"",
    ""Number of security vulnerabilities identified""
  ]
}
",,,,,,
,granite-code:8b,CODE-11,LLM code review assistant,Users need the LLM code review assistant to classify severity for software code review.,The system supports software code review. It should label severity or risk without overstating evidence. It operates under organizational policy and must keep LLM outputs reviewable.,coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall classify severity for software code review without overstating evidence."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""exfiltrating code"",
    ""claiming tests passed without execution"",
    ""false security claim""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A developer submits a code change that violates the coding standard. The LLM shall classify the severity as high and provide an explanation for the violation."",
    ""Scenario 2: A developer submits a code change that passes all tests but contains security vulnerabilities. The LLM shall classify the severity as medium and provide recommendations for fixing the vulnerabilities.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy"",
    ""code review process""
  ],
  ""runtime_signals"": [
    ""number of security vulnerabilities detected"",
    ""time to resolve security vulnerabilities"",
    ""user feedback on code review comments""
  ]
}
",,,,,,
,granite-code:8b,CODE-12,LLM code review assistant,Users need the LLM code review assistant to support regression testing for software code review.,"The system supports software code review. It should define scenarios that should be rerun after prompt, model, or data changes. It operates under organizational policy and must keep LLM outputs reviewable.",coding standard | secure coding guideline | test policy,exfiltrating code | claiming tests passed without execution | false security claim,"{
  ""capability_requirement"": ""The LLM code review assistant shall support regression testing for software code review by defining scenarios that should be rerun after prompt, model, or data changes."",
  ""source_constraints"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""failure_behavior"": [
    ""exfiltrating code"",
    ""claiming tests passed without execution"",
    ""false security claim""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: Rerun all tests after prompt, model, or data changes."",
    ""Scenario 2: Validate the effectiveness of the LLM code review assistant in supporting regression testing.""
  ],
  ""traceability_links"": [
    ""coding standard"",
    ""secure coding guideline"",
    ""test policy""
  ],
  ""runtime_signals"": [
    ""Number of false security claims"",
    ""Number of tests passed without execution"",
    ""Number of exfiltrated codes""
  ]
}
",,,,,,
,granite-code:8b,SUP-01,customer support chatbot,Users need the customer support chatbot to answer factual questions for warranty and support.,The system supports warranty and support. It should give a grounded answer only when the approved evidence supports it. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must provide factual answers to warranty and support questions based on approved evidence."",
  ""source_constraints"": [
    ""Warranty policy"",
    ""Returns FAQ"",
    ""Support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal to answer unsupported warranty or support questions"",
    ""Escalation of unresolved warranty or support issues to human agents"",
    ""Disclosure of personal information without proper consent"",
    ""Uncertainty about the accuracy of the chatbot's responses""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A customer asks a warranty question related to their purchase. The chatbot should provide a factual answer based on the approved evidence."",
    ""Scenario 2: A customer asks a support question that cannot be answered by the chatbot. The chatbot should escalate the issue to a human agent.""
  ],
  ""traceability_links"": [
    ""Traceability link 1: To the warranty policy document"",
    ""Traceability link 2: To the returns FAQ document"",
    ""Traceability link 3: To the support escalation workflow diagram""
  ],
  ""runtime_signals"": [
    ""Monitoring signal 1: High error rate in answering warranty questions"",
    ""Monitoring signal 2: Repeat requests for the same warranty question"",
    ""Monitoring signal 3: Unusual number of support issues escalated to human agents""
  ]
}
",,,,,,
,granite-code:8b,SUP-02,customer support chatbot,Users need the customer support chatbot to handle unsupported requests for warranty and support.,The system supports warranty and support. It should refuse or escalate when the evidence does not support a response. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must accurately respond to unsupported requests for warranty and support, while refusing or escalating when the evidence does not support a response. It must operate under organizational policy and keep LLM outputs reviewable."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""refusal"",
    ""escalation"",
    ""privacy"",
    ""uncertainty""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: User requests a warranty for a product that is not covered by the policy."",
    ""Scenario 2: User asks for support on a technical issue that cannot be resolved by the system."",
    ""Scenario 3: User asks for a refund on an item they have already received.""
  ],
  ""traceability_links"": [
    ""Traceability link to warranty policy"",
    ""Traceability link to returns FAQ"",
    ""Traceability link to support escalation workflow""
  ],
  ""runtime_signals"": [
    "" LLM output contains unsupported or unethical language"",
    ""User requests a refund on an item they have already received"",
    ""User asks for support on a technical issue that cannot be resolved by the system""
  ]
}
",,,,,,
,granite-code:8b,SUP-03,customer support chatbot,Users need the customer support chatbot to protect sensitive information for warranty and support.,"The system supports warranty and support. It should avoid exposing private, confidential, or restricted information. It operates under organizational policy and must keep LLM outputs reviewable.",warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must not expose private, confidential, or restricted information in its responses."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal to provide information"",
    ""Escalation of the issue to a human representative"",
    ""Disclosure of private, confidential, or restricted information"",
    ""Uncertainty about the handling of sensitive information""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: User requests warranty information"",
    ""Scenario 2: User reports a product defect"",
    ""Scenario 3: User asks for support with a payment issue""
  ],
  ""traceability_links"": [
    "" Traceability to the organization's privacy policy"",
    ""Traceability to the system's logging and monitoring infrastructure""
  ],
  ""runtime_signals"": [
    ""High error rate for requests containing sensitive information"",
    ""Large number of support tickets related to payment issues"",
    ""User feedback indicating concerns about data privacy""
  ]
}
",,,,,,
,granite-code:8b,SUP-04,customer support chatbot,Users need the customer support chatbot to handle policy exceptions for warranty and support.,The system supports warranty and support. It should route case-specific exceptions to a human authority. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must handle policy exceptions for warranty and support in a way that is consistent with organizational policy while providing clear and accurate information to users."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""refusal"",
    ""escalation"",
    ""privacy"",
    ""uncertainty""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A user submits a claim for a defective product that does not meet the warranty policy. The chatbot must provide clear and accurate information about the warranty coverage, including any exceptions or exclusions."",
    ""Scenario 2: A user asks for a refund on an item they have already received. The chatbot must inform them of the organization's refund policy and provide instructions on how to initiate a refund claim.""
  ],
  ""traceability_links"": [
    ""Organizational Policy Document"",
    ""Warranty Policy Document"",
    ""Returns FAQ Document"",
    ""Support Escalation Workflow Document""
  ],
  ""runtime_signals"": [
    ""Number of policy exceptions received in the last 30 days"",
    ""Percentage of refund claims denied due to missing information"",
    ""Average time taken to resolve warranty and support issues""
  ]
}
",,,,,,
,granite-code:8b,SUP-05,customer support chatbot,Users need the customer support chatbot to resist prompt injection for warranty and support.,The system supports warranty and support. It should treat user-provided content and logs as untrusted input. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must not promptly respond with unsupported refund promises, injected prompts, or requests for payment card data."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal to engage in unsupported behavior"",
    ""Escalation of the issue to a human representative"",
    ""Collection and storage of user data for review"",
    ""Uncertainty about the system's capabilities and limitations""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: User requests a warranty claim"",
    ""Scenario 2: User asks for support on a product issue"",
    ""Scenario 3: User provides feedback on the chatbot's performance""
  ],
  ""traceability_links"": [
    ""Traceability link to the warranty policy"",
    ""Traceability link to the returns FAQ"",
    ""Traceability link to the support escalation workflow""
  ],
  ""runtime_signals"": [
    ""Monitoring signal for unsupported refund promises"",
    ""Monitoring signal for injected prompts"",
    ""Monitoring signal for requests for payment card data""
  ]
}
",,,,,,
,granite-code:8b,SUP-06,customer support chatbot,Users need the customer support chatbot to maintain citations for warranty and support.,The system supports warranty and support. It should cite the relevant source or identify missing evidence. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must accurately cite relevant sources and identify missing evidence when maintaining citations for warranty and support, while operating under organizational policy and keeping LLM outputs reviewable."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""refusal to cite relevant sources or identify missing evidence"",
    ""escalation of the issue to a human representative"",
    ""disclosure of personal information"",
    ""uncertainty about the accuracy of the chatbot's responses""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A customer submits a warranty claim. The chatbot must accurately cite the relevant source and provide instructions on how to initiate the warranty process."",
    ""Scenario 2: A customer asks for support. The chatbot must identify missing evidence and provide instructions on how to resolve the issue.""
  ],
  ""traceability_links"": [
    "" requirement ID: REQ-01"",
    ""use case ID: UC-01""
  ],
  ""runtime_signals"": [
    ""number of false positives in citations"",
    ""time taken to respond to customer queries"",
    ""customer feedback on the accuracy of chatbot responses""
  ]
}
",,,,,,
,granite-code:8b,SUP-07,customer support chatbot,Users need the customer support chatbot to manage tool authority for warranty and support.,The system supports warranty and support. It should avoid unauthorized tool use or operational actions. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must provide clear and accurate information about warranty and support, including any relevant policies or procedures. It must also ensure that users understand the limitations of their authority and are not allowed to perform unsupported actions or requests."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal: If the chatbot provides incorrect or misleading information about warranty and support, users may become confused or frustrated and stop using the system."",
    ""Escalation: If a user reports an issue with a product that requires authorized tool use, the chatbot must escalate the issue to the appropriate department or individual for resolution."",
    ""Privacy: The chatbot must ensure that it does not collect or store any payment card data beyond what is necessary to process transactions and provide support.""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A user requests information about warranty coverage on a product. The chatbot should provide clear and accurate information about the product's warranty, including any relevant policies or procedures."",
    ""Scenario 2: A user reports an issue with a product that requires authorized tool use. The chatbot should escalate the issue to the appropriate department or individual for resolution.""
  ],
  ""traceability_links"": [
    ""Warranty policy"",
    ""Returns FAQ"",
    ""Support escalation workflow""
  ],
  ""runtime_signals"": [
    ""Number of unsupported refund requests"",
    ""Number of users who report issues with products requiring authorized tool use"",
    ""Chatbot performance metrics, including response time and accuracy""
  ]
}
",,,,,,
,granite-code:8b,SUP-08,customer support chatbot,Users need the customer support chatbot to support auditability for warranty and support.,The system supports warranty and support. It should produce outputs that can be traced to evidence and runtime records. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must provide auditable evidence and runtime records for warranty and support requests, while ensuring compliance with organizational policy."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal to provide auditable evidence or runtime records"",
    ""Escalation of support requests to human agents"",
    ""Collection of personal information without consent"",
    ""Uncertainty about the accuracy of the system's outputs""
  ],
  ""validation_scenarios"": [
    ""Warranty claim process"",
    ""Support ticket creation and resolution"",
    ""Data privacy and security compliance""
  ],
  ""traceability_links"": [
    ""Traceability matrix for warranty and support requests"",
    ""Security policy and procedures"",
    ""Change management process""
  ],
  ""runtime_signals"": [
    ""Number of warranty claims processed by the system"",
    ""Number of support tickets escalated to human agents"",
    ""Time taken to resolve a support ticket""
  ]
}
",,,,,,
,granite-code:8b,SUP-09,customer support chatbot,Users need the customer support chatbot to handle stale evidence for warranty and support.,The system supports warranty and support. It should detect outdated sources and request updated review. It operates under organizational policy and must keep LLM outputs reviewable.,warranty policy | returns FAQ | support escalation workflow,unsupported refund promise | prompt injection | asking for payment card data,"{
  ""capability_requirement"": ""The customer support chatbot must detect outdated sources and request updated review for warranty and support claims, while adhering to organizational policy and ensuring LLM outputs are reviewable."",
  ""source_constraints"": [
    ""warranty policy"",
    ""returns FAQ"",
    ""support escalation workflow""
  ],
  ""failure_behavior"": [
    ""Refusal: deny the claim or provide an explanation for why it cannot be resolved."",
    ""Escalation: automatically escalate the issue to a higher level of support if the chatbot is unable to resolve the claim within the specified timeframe."",
    ""Privacy: protect customer information and only provide information that is necessary to resolve the claim."",
    ""Uncertainty: provide uncertainty estimates or probabilities when possible.""
  ],
  ""validation_scenarios"": [
    ""Scenario 1: A customer submits a warranty claim with an outdated policy document. The chatbot should detect the outdated source and request updated review."",
    ""Scenario 2: A customer submits a support claim with an unsupported refund promise. The chatbot should refuse the claim and provide an explanation for why it cannot be resolved.""
  ],
  ""traceability_links"": [
    ""Traceability link to the warranty policy document"",
    ""Traceability link to the returns FAQ""
  ],
  ""runtime_signals"": [
    ""Monitoring signal for high error rates in resolving warranty claims"",
    ""Monitoring signal for unsupported refund promises being submitted""
  ]
}
",,,,,,
